Lake,Species,d15N,TL,d2H,PC1,Category
Viitaanjarvi,Perch_predatory,12.93974068,3.971634936,-170.976201,-1.222855431,Humic_Ac
Viitaanjarvi,Perch,11.83359344,3.646297512,-160.223621,-1.222855431,Humic_Ac
Viitaanjarvi,Perch,11.77826829,3.630025411,-174.0561787,-1.222855431,Humic_Ac
Viitaanjarvi,Perch,11.92594127,3.673458639,-176.8897971,-1.222855431,Humic_Ac
Viitaanjarvi,Perch,11.65996918,3.595231553,-153.1026666,-1.222855431,Humic_Ac
Viitaanjarvi,Perch,11.27091141,3.4808028,-183.6371936,-1.222855431,Humic_Ac
Viitaanjarvi,Perch,10.06818625,3.127060104,-196.6258964,-1.222855431,Humic_Ac
Viitaanjarvi,Perch,10.30576213,3.196935364,-192.4837875,-1.222855431,Humic_Ac
Viitaanjarvi,Perch,10.0948759,3.134910003,-192.6261814,-1.222855431,Humic_Ac
Viitaanjarvi,Perch,10.22537104,3.173290924,-201.0603432,-1.222855431,Humic_Ac
Viitaanjarvi,Perch,10.36562674,3.214542601,-195.0534706,-1.222855431,Humic_Ac
Viitaanjarvi,Perch,10.38552341,3.220394562,-195.1423147,-1.222855431,Humic_Ac
Viitaanjarvi,Pike,12.99737558,3.988586378,-153.1660444,-1.222855431,Humic_Ac
Viitaanjarvi,Pike,12.46774552,3.832812832,-136.2128327,-1.222855431,Humic_Ac
Viitaanjarvi,Pike,12.35572016,3.799864195,-165.1432834,-1.222855431,Humic_Ac
Viitaanjarvi,Roach,10.89372174,3.369864659,-186.7924716,-1.222855431,Humic_Ac
Viitaanjarvi,Roach,10.64291101,3.296096799,-181.2356064,-1.222855431,Humic_Ac
Viitaanjarvi,Roach,11.08518636,3.426177783,-187.0908306,-1.222855431,Humic_Ac
Viitaanjarvi,Roach,11.52749547,3.556268698,-178.3459784,-1.222855431,Humic_Ac
Viitaanjarvi,Roach,10.55720484,3.270889102,-165.4341205,-1.222855431,Humic_Ac
Viitaanjarvi,Roach,9.61902352,2.994953419,-193.6978774,-1.222855431,Humic_Ac
Viitaanjarvi,Roach,9.735761496,3.029288118,-196.5812728,-1.222855431,Humic_Ac
Viitaanjarvi,Roach,9.494332743,2.958279661,-188.2003274,-1.222855431,Humic_Ac
Viitaanjarvi,Roach,9.105942121,2.844047125,-189.073943,-1.222855431,Humic_Ac
Viitaanjarvi,Roach,9.206437252,2.873604517,-194.7418177,-1.222855431,Humic_Ac
Viitaanjarvi,Ruffe,12.20287218,3.754908906,-170.2680965,-1.222855431,Humic_Ac
Viitaanjarvi,Ruffe,12.88711524,3.956156865,-154.7773849,-1.222855431,Humic_Ac
Viitaanjarvi,Ruffe,11.24634429,3.473577175,-168.2521014,-1.222855431,Humic_Ac
Viitaanjarvi,Ruffe,11.4270801,3.526734765,-167.361524,-1.222855431,Humic_Ac
Viitaanjarvi,Ruffe,10.81007936,3.34526396,-139.2154551,-1.222855431,Humic_Ac
Viitaanjarvi,Smelt,11.46848827,3.538913638,-193.7074482,-1.222855431,Humic_Ac
Viitaanjarvi,Smelt,11.41005986,3.521728814,-190.0690053,-1.222855431,Humic_Ac
Viitaanjarvi,Smelt,11.97363193,3.687485305,-197.4147794,-1.222855431,Humic_Ac
Viitaanjarvi,Smelt,12.37248532,3.804795124,-190.5464134,-1.222855431,Humic_Ac
Viitaanjarvi,Smelt,12.05699778,3.712004671,-181.6791518,-1.222855431,Humic_Ac
Viitaanjarvi,Vendace,11.34220492,3.501771479,-181.5795803,-1.222855431,Humic_Ac
Viitaanjarvi,Vendace,11.20945162,3.46272639,-196.8490041,-1.222855431,Humic_Ac
Viitaanjarvi,Vendace,11.31284446,3.493136048,-192.2399822,-1.222855431,Humic_Ac
Viitaanjarvi,Vendace,11.32555237,3.496873669,-187.0149955,-1.222855431,Humic_Ac
Viitaanjarvi,Vendace,11.51847796,3.55361649,-193.1019152,-1.222855431,Humic_Ac
Villikkalanjarvi,Bleak,13.90757934,3.99508399,-192.7138099,3.936730317,Nutrient
Villikkalanjarvi,Bleak,14.93809867,4.298177912,-242.2080667,3.936730317,Nutrient
Villikkalanjarvi,Bleak,14.20614279,4.082896768,-209.4150062,3.936730317,Nutrient
Villikkalanjarvi,Bleak,14.94844152,4.301219924,-221.5260087,3.936730317,Nutrient
Villikkalanjarvi,Bleak,13.74954057,3.948601998,-201.9128013,3.936730317,Nutrient
Villikkalanjarvi,Perch_predatory,14.47670257,4.162473176,-182.2562839,3.936730317,Nutrient
Villikkalanjarvi,Perch_predatory,15.25206631,4.390521333,-181.0043715,3.936730317,Nutrient
Villikkalanjarvi,Perch_predatory,14.32010065,4.116413788,-178.9331359,3.936730317,Nutrient
Villikkalanjarvi,Perch_predatory,14.02965392,4.030988279,-161.6246669,3.936730317,Nutrient
Villikkalanjarvi,Perch_predatory,14.16920003,4.072031252,-159.3480161,3.936730317,Nutrient
Villikkalanjarvi,Perch,13.67948596,3.927997702,-210.0290735,3.936730317,Nutrient
Villikkalanjarvi,Perch,14.38962591,4.136862393,-201.0005992,3.936730317,Nutrient
Villikkalanjarvi,Perch,13.98366498,4.01746212,-194.3974058,3.936730317,Nutrient
Villikkalanjarvi,Perch,13.98284696,4.017221525,-153.3947939,3.936730317,Nutrient
Villikkalanjarvi,Perch,13.08983234,3.754570165,-176.3550847,3.936730317,Nutrient
Villikkalanjarvi,Perch,13.42593588,3.853424148,-200.114155,3.936730317,Nutrient
Villikkalanjarvi,Perch,14.32279445,4.117206081,-211.959306,3.936730317,Nutrient
Villikkalanjarvi,Perch,13.41522227,3.850273086,-208.0179245,3.936730317,Nutrient
Villikkalanjarvi,Perch,13.55799336,3.892264584,-209.2268565,3.936730317,Nutrient
Villikkalanjarvi,Perch,13.48824611,3.871750688,-212.6516196,3.936730317,Nutrient
Villikkalanjarvi,Pike,16.04650008,4.624178324,-172.621042,3.936730317,Nutrient
Villikkalanjarvi,Pike,16.12134009,4.646190094,-182.5349066,3.936730317,Nutrient
Villikkalanjarvi,Roach,12.71994455,3.645779639,-212.599436,3.936730317,Nutrient
Villikkalanjarvi,Roach,12.78516199,3.664961241,-196.304033,3.936730317,Nutrient
Villikkalanjarvi,Roach,12.68966899,3.636875063,-203.7456833,3.936730317,Nutrient
Villikkalanjarvi,Roach,12.47578342,3.573967542,-203.3245568,3.936730317,Nutrient
Villikkalanjarvi,Roach,12.77931145,3.663240493,-207.3043412,3.936730317,Nutrient
Villikkalanjarvi,Roach,13.16639292,3.777087983,-217.6140543,3.936730317,Nutrient
Villikkalanjarvi,Roach,13.54590672,3.888709688,-219.2338231,3.936730317,Nutrient
Villikkalanjarvi,Roach,12.80070289,3.669532094,-221.6975164,3.936730317,Nutrient
Villikkalanjarvi,Roach,13.05576001,3.744548892,-230.2053133,3.936730317,Nutrient
Villikkalanjarvi,Ruffe,15.48576968,4.459257618,-189.2257621,3.936730317,Nutrient
Villikkalanjarvi,Ruffe,14.02543272,4.029746749,-187.7676573,3.936730317,Nutrient
Villikkalanjarvi,Ruffe,13.93754898,4.003898589,-168.202138,3.936730317,Nutrient
Villikkalanjarvi,Ruffe,13.30459632,3.817736044,-199.79768,3.936730317,Nutrient
Villikkalanjarvi,Ruffe,15.66948344,4.513291077,-196.1143277,3.936730317,Nutrient
Villikkalanjarvi,Smelt,15.37473908,4.426601561,-229.7917143,3.936730317,Nutrient
Villikkalanjarvi,Smelt,17.92856714,5.177727461,-224.4881877,3.936730317,Nutrient
Villikkalanjarvi,Smelt,16.60801278,4.78932912,-232.5788664,3.936730317,Nutrient
Villikkalanjarvi,Smelt,16.86252946,4.864186966,-217.7066483,3.936730317,Nutrient
Ylisjarvi,Bleak,12.89490309,3.158447817,-192.89711,3.404432565,Nutrient
Ylisjarvi,Bleak,13.32524259,3.285018257,-189.4891344,3.404432565,Nutrient
Ylisjarvi,Bleak,13.03403121,3.199367851,-189.2872596,3.404432565,Nutrient
Ylisjarvi,Bleak,11.34563653,2.702781183,-154.2629579,3.404432565,Nutrient
Ylisjarvi,Bleak,13.10821736,3.22118731,-205.8069245,3.404432565,Nutrient
Ylisjarvi,Perch_predatory,15.13639913,3.817711357,-193.7904376,3.404432565,Nutrient
Ylisjarvi,Perch_predatory,15.5290651,3.933201349,-242.1057246,3.404432565,Nutrient
Ylisjarvi,Perch_predatory,15.51349289,3.928621287,-179.3285295,3.404432565,Nutrient
Ylisjarvi,Perch_predatory,15.20576469,3.838112994,-183.466888,3.404432565,Nutrient
Ylisjarvi,Perch_predatory,15.39000745,3.89230204,-188.5031067,3.404432565,Nutrient
Ylisjarvi,Perch,14.59876541,3.659583794,-195.5999049,3.404432565,Nutrient
Ylisjarvi,Perch,13.93253496,3.463633661,-196.4974268,3.404432565,Nutrient
Ylisjarvi,Perch,14.88046727,3.742437283,-193.531012,3.404432565,Nutrient
Ylisjarvi,Perch,14.99696633,3.776701711,-195.1962595,3.404432565,Nutrient
Ylisjarvi,Perch,14.45794799,3.618166905,-209.3545482,3.404432565,Nutrient
Ylisjarvi,Perch,14.16337764,3.531528568,-210.4826393,3.404432565,Nutrient
Ylisjarvi,Perch,14.43016275,3.609994775,-209.9132984,3.404432565,Nutrient
Ylisjarvi,Perch,14.60659168,3.661885636,-210.7159112,3.404432565,Nutrient
Ylisjarvi,Perch,14.55725099,3.64737367,-210.4819053,3.404432565,Nutrient
Ylisjarvi,Pike,14.20343664,3.543310627,-152.6565246,3.404432565,Nutrient
Ylisjarvi,Roach,11.3716323,2.710426998,-185.8394585,3.404432565,Nutrient
Ylisjarvi,Roach,11.43534326,2.729165515,-181.7105101,3.404432565,Nutrient
Ylisjarvi,Roach,11.65135957,2.792699724,-181.649536,3.404432565,Nutrient
Ylisjarvi,Roach,12.12939971,2.933299765,-193.7039101,3.404432565,Nutrient
Ylisjarvi,Roach,11.60716018,2.779699904,-191.9103651,3.404432565,Nutrient
Ylisjarvi,Roach,13.16121964,3.236776215,-205.8466492,3.404432565,Nutrient
Ylisjarvi,Roach,13.33487467,3.287851224,-200.1502425,3.404432565,Nutrient
Ylisjarvi,Roach,12.9941608,3.18764126,-203.3878782,3.404432565,Nutrient
Ylisjarvi,Roach,13.2966864,3.276619378,-204.6594358,3.404432565,Nutrient
Ylisjarvi,Roach,13.13428662,3.228854737,-209.9900479,3.404432565,Nutrient
Ylisjarvi,Roach,13.65177635,3.381057599,-197.4399166,3.404432565,Nutrient
Ylisjarvi,Ruffe,14.91201882,3.75171715,-196.7264,3.404432565,Nutrient
Ylisjarvi,Ruffe,15.15659387,3.823650989,-197.9231409,3.404432565,Nutrient
Ylisjarvi,Ruffe,13.91932533,3.459748476,-195.6028976,3.404432565,Nutrient
Ylisjarvi,Ruffe,14.26124743,3.5603138,-193.0849783,3.404432565,Nutrient
Ylisjarvi,Ruffe,14.31460734,3.57600789,-199.1268162,3.404432565,Nutrient
Ylisjarvi,Smelt,14.24671556,3.556039721,-211.9353964,3.404432565,Nutrient
Ylisjarvi,Smelt,14.59836833,3.659467004,-212.7812457,3.404432565,Nutrient
Ylisjarvi,Smelt,14.23405482,3.552315972,-214.4510289,3.404432565,Nutrient
Ylisjarvi,Smelt,15.11244049,3.810664698,-206.3856252,3.404432565,Nutrient
Ylisjarvi,Smelt,14.49304044,3.628488214,-211.3468069,3.404432565,Nutrient
